"id","anger","awe","being_moved","boredom","confusion","enchantment","energy","fascination","feeling_of_beauty/liking","feeling_of_ugliness","humor","insight","intellectual_challenge","interest","joy","nostalgia","relaxation","sadness","surprise","uneasiness","vitality"
"3704",0,0.75,0.4285714285714285,0.33333333333333337,0.4285714285714285,0.625,0.7142857142857143,0.75,0.75,0,0,0.2857142857142857,0.5,0.75,0.25,0,0,0,0.25,0.2857142857142857,0.5714285714285714
"4085",0,0.625,0.4285714285714285,0,0.5714285714285714,0.5,0.5714285714285714,0.75,0.625,0,0.125,0.5714285714285714,0.625,0.75,0.25,0.2857142857142857,0,0,0.375,0.2857142857142857,0.5714285714285714
"4086",0,0.75,0.7142857142857143,0,0.7142857142857143,0.375,0.2857142857142857,0.75,0.75,0.25,0,0.4285714285714285,0.5,0.625,0.125,0.4285714285714285,0.25,0.5,0.375,0.5714285714285714,0.2857142857142857
"4087",0,0.5,0.2857142857142857,0,0.7142857142857143,0.25,0.2857142857142857,0.5,0.25,0.125,0,0.4285714285714285,0.25,0.5,0,0.4285714285714285,0,0.5,0.5,0.5714285714285714,0.2857142857142857
"4088",0,0.75,0.5714285714285714,0,0.5714285714285714,0.625,0.4285714285714285,0.75,0.625,0,0.125,0.7142857142857143,0.5,0.625,0.25,0.4285714285714285,0,0.25,0.375,0.4285714285714285,0.4285714285714285
"4466",0,0.75,0.5714285714285714,0,0.2857142857142857,0.625,0.4285714285714285,0.75,0.75,0,0,0.2857142857142857,0.375,0.75,0.25,0.2857142857142857,0.25,0.375,0.25,0.2857142857142857,0.4285714285714285
"4467",0,0.75,0.5714285714285714,0.33333333333333337,0.2857142857142857,0.75,0.4285714285714285,0.75,0.75,0,0,0.4285714285714285,0.375,0.5,0.5,0.5714285714285714,0.25,0.25,0.375,0.2857142857142857,0.4285714285714285
"4468",0,0.75,0.7142857142857143,0,0.5714285714285714,0.75,0.5714285714285714,0.875,0.75,0,0.125,0.7142857142857143,0.625,1,0.375,0.4285714285714285,0.25,0.25,0.5,0.4285714285714285,0.5714285714285714
"4469",0,0.75,0.4285714285714285,0.33333333333333337,0.5714285714285714,0.5,0.4285714285714285,0.75,0.5,0.125,0.125,0.5714285714285714,0.625,0.75,0.25,0.2857142857142857,0.25,0.125,0.5,0.4285714285714285,0.4285714285714285
"4790",0,0.625,0.4285714285714285,0,0.2857142857142857,0.5,0.4285714285714285,0.75,0.75,0,0.125,0.4285714285714285,0.375,0.75,0.5,0.2857142857142857,0.25,0.125,0.375,0.14285714285714285,0.2857142857142857
"4791",0,0.375,0.2857142857142857,0.6666666666666666,0.5714285714285714,0.5,0.2857142857142857,0.625,0.625,0,0.125,0.2857142857142857,0.375,0.75,0.25,0.4285714285714285,0.125,0.25,0.25,0.5714285714285714,0.2857142857142857
"4792",0,0.5,0.14285714285714285,0.33333333333333337,0.4285714285714285,0.5,0,0.625,0.5,0,0,0.14285714285714285,0.25,0.75,0.125,0.2857142857142857,0.125,0.125,0,0.2857142857142857,0
"4793",0,0.125,0.14285714285714285,0.33333333333333337,0.2857142857142857,0.25,0.2857142857142857,0.375,0.375,0,0.125,0.14285714285714285,0.125,0.75,0.25,0.14285714285714285,0.125,0,0.25,0.2857142857142857,0.2857142857142857
"5178",0,0.5,0.2857142857142857,0.33333333333333337,0.2857142857142857,0.625,0.14285714285714285,0.625,0.5,0,0,0.2857142857142857,0.375,0.75,0.25,0.14285714285714285,0.25,0,0.25,0,0.14285714285714285
"5179",0,0.75,0.5714285714285714,0.33333333333333337,0,0.75,0.2857142857142857,0.75,0.875,0,0.125,0.2857142857142857,0.375,0.5,0.75,0.5714285714285714,0.75,0.125,0.125,0,0.5714285714285714
"5180",0,0.5,0.2857142857142857,0,0.4285714285714285,0.5,0.2857142857142857,0.625,0.5,0,0,0.2857142857142857,0.5,0.75,0.25,0,0.125,0,0.5,0.2857142857142857,0.2857142857142857
"5181",0,0.625,0.4285714285714285,0,0,0.625,0.2857142857142857,0.5,0.75,0,0,0.14285714285714285,0.125,0.5,0.5,0.2857142857142857,0.5,0.25,0.125,0,0.2857142857142857
"5565",0,0.625,0.5714285714285714,0,0.2857142857142857,0.5,0.14285714285714285,0.75,0.75,0,0,0.5714285714285714,0.125,0.5,0.25,0.4285714285714285,0.5,0.25,0.125,0,0.14285714285714285
"5566",0,0.5,0.4285714285714285,0,0.4285714285714285,0.25,0,0.5,0.5,0,0,0.2857142857142857,0.125,0.5,0,0.5714285714285714,0,0.625,0,0.2857142857142857,0
"5567",0,0.5,0.2857142857142857,0,0,0.5,0.2857142857142857,0.5,0.75,0,0,0.14285714285714285,0,0.5,0.25,0.2857142857142857,0.5,0,0,0,0.2857142857142857
"5568",0,0.625,0.7142857142857143,0,0.14285714285714285,0.5,0.14285714285714285,0.5,0.75,0,0,0.2857142857142857,0.125,0.5,0.25,0.7142857142857143,0.75,0.625,0,0.2857142857142857,0
"5952",0,0.875,0.8571428571428571,0,0,0.75,0.2857142857142857,0.75,1,0,0.125,0.2857142857142857,0.25,0.5,0.75,0.5714285714285714,0.75,0.25,0.125,0,0.4285714285714285
"5953",0,0.875,0.5714285714285714,0,0.14285714285714285,0.75,0.4285714285714285,0.75,0.75,0,0,0.14285714285714285,0.125,0.5,0.25,0.4285714285714285,0.25,0.125,0.125,0.14285714285714285,0.4285714285714285
"5954",0,0.75,0.5714285714285714,0.33333333333333337,0,0.75,0.14285714285714285,0.75,1,0,0,0.14285714285714285,0.125,0.25,0.625,0.5714285714285714,0.75,0.25,0,0,0.14285714285714285
"5955",0,0.75,0.5714285714285714,0,0,0.875,0.14285714285714285,0.75,0.875,0,0,0.14285714285714285,0.125,0.5,0.75,0.4285714285714285,0.75,0.125,0.125,0,0.14285714285714285
"1685",0,0.5,0.2857142857142857,0.33333333333333337,0.2857142857142857,0.5,0.2857142857142857,0.625,0.75,0,0.125,0.4285714285714285,0.625,0.75,0.25,0.14285714285714285,0.5,0.125,0.25,0,0.4285714285714285
"1686",0,0.75,0.5714285714285714,0.33333333333333337,0.4285714285714285,0.875,0.2857142857142857,0.875,1,0,0.125,0.5714285714285714,0.5,0.75,0.625,0.14285714285714285,0.5,0.125,0.5,0.14285714285714285,0.2857142857142857
"1687",0,0.75,0.2857142857142857,0.33333333333333337,0.2857142857142857,0.75,0.4285714285714285,0.875,0.75,0,0.125,0.4285714285714285,0.75,1,0.5,0.14285714285714285,0.25,0,0.5,0.14285714285714285,0.4285714285714285
"1688",0,0.625,0.2857142857142857,0.33333333333333337,0,0.625,0.2857142857142857,0.625,0.625,0,0,0.4285714285714285,0.375,0.5,0.5,0.14285714285714285,0.75,0,0.125,0,0.2857142857142857
"2084",0,0.75,0.5714285714285714,0.33333333333333337,0.2857142857142857,0.75,0.5714285714285714,0.75,0.75,0,0.125,0.4285714285714285,0.625,0.75,0.5,0.2857142857142857,0.5,0.125,0.375,0,0.5714285714285714
"2085",0,0.75,0.4285714285714285,0,0.4285714285714285,0.875,0.5714285714285714,1,1,0,0,0.7142857142857143,0.875,1,0.75,0.14285714285714285,0.25,0,0.5,0,0.4285714285714285
"2086",0,0.25,0.14285714285714285,0.33333333333333337,0.14285714285714285,0.25,0.14285714285714285,0.5,0.5,0,0.125,0.2857142857142857,0.25,0.5,0.25,0.14285714285714285,0.375,0,0.125,0,0.14285714285714285
"2087",0,0.5,0.2857142857142857,0,0.4285714285714285,0.625,0.4285714285714285,0.875,0.75,0,0.125,0.5714285714285714,0.875,1,0.5,0.14285714285714285,0.25,0.125,0.375,0,0.4285714285714285
"2483",0,0.625,0.4285714285714285,0.33333333333333337,0.4285714285714285,0.625,0.2857142857142857,0.75,0.75,0,0.125,0.4285714285714285,0.5,0.75,0.25,0.5714285714285714,0.5,0.25,0.375,0.14285714285714285,0.2857142857142857
"2484",0,0.125,0,0,0,0.25,0.14285714285714285,0.25,0.25,0,0.125,0.14285714285714285,0.25,0.25,0.25,0,0.375,0,0,0,0.14285714285714285
"2485",0,0.25,0.14285714285714285,0.6666666666666666,0.2857142857142857,0.25,0.14285714285714285,0.5,0.25,0,0,0.14285714285714285,0.5,0.5,0.25,0,0.5,0,0.25,0.14285714285714285,0
"2486",0,0.75,0.4285714285714285,0.33333333333333337,0.4285714285714285,0.75,0.5714285714285714,0.875,0.75,0,0.125,0.5714285714285714,0.5,1,0.5,0.2857142857142857,0.375,0.25,0.375,0.14285714285714285,0.5714285714285714
"2881",0,0.75,0.4285714285714285,0.33333333333333337,0,0.5,0.2857142857142857,0.625,0.75,0,0,0.2857142857142857,0.375,0.5,0.5,0.2857142857142857,0.875,0,0.125,0,0.2857142857142857
"2882",0,1,0.5714285714285714,0,0,0.75,0.2857142857142857,0.75,1,0,0.125,0.4285714285714285,0.375,0.5,0.75,0.5714285714285714,0.75,0.125,0,0,0.2857142857142857
"2883",0,0.75,0.4285714285714285,0,0.14285714285714285,0.625,0.5714285714285714,0.75,0.75,0,0.125,0.5714285714285714,0.625,0.75,0.5,0.4285714285714285,0.75,0,0.25,0,0.2857142857142857
"2884",0,0.5,0,0.6666666666666666,0.14285714285714285,0.375,0.2857142857142857,0.625,0.5,0,0.125,0.4285714285714285,0.5,0.75,0.25,0.2857142857142857,0.5,0,0.25,0,0.2857142857142857
"6355",0,0.5,0.4285714285714285,0.33333333333333337,0.2857142857142857,0.5,0.2857142857142857,0.625,0.5,0,0.125,0.4285714285714285,0.375,0.75,0.25,0.4285714285714285,0.5,0.375,0.25,0.14285714285714285,0.2857142857142857
"6356",0,0.25,0.14285714285714285,0,0.14285714285714285,0.25,0,0.5,0.5,0,0,0.14285714285714285,0.125,0.5,0.25,0,0.125,0,0,0.14285714285714285,0
"6357",0,0.25,0.14285714285714285,0.33333333333333337,0,0.25,0.2857142857142857,0.5,0.5,0,0.125,0.14285714285714285,0.125,0.75,0.125,0.2857142857142857,0.25,0,0.125,0.14285714285714285,0.14285714285714285
"6358",0,0.25,0.14285714285714285,0,0.4285714285714285,0.125,0,0.25,0.25,0,0,0.2857142857142857,0.125,0.5,0,0.14285714285714285,0,0.375,0.25,0.4285714285714285,0
"6754",0,0.75,0.14285714285714285,0,0.4285714285714285,0.75,0.5714285714285714,1,0.75,0.125,0.125,0.2857142857142857,0.5,0.875,0.25,0,0.125,0,0.25,0.14285714285714285,0.5714285714285714
"6755",0,0.625,0.14285714285714285,0.33333333333333337,0.2857142857142857,0.5,0.14285714285714285,0.75,0.5,0.125,0.125,0.14285714285714285,0.375,0.75,0.125,0,0,0,0.375,0,0.14285714285714285
"6756",0,0.5,0.2857142857142857,0.33333333333333337,0.7142857142857143,0.5,0.14285714285714285,0.625,0.5,0.125,0.125,0.4285714285714285,0.625,0.75,0.25,0.14285714285714285,0,0,0.625,0,0.2857142857142857
"6757",0,0.75,0.4285714285714285,0.33333333333333337,0.2857142857142857,0.75,0.5714285714285714,0.75,0.75,0,0.125,0.2857142857142857,0.375,0.75,0.625,0.14285714285714285,0.25,0,0.375,0,0.5714285714285714
"7151",0,0.25,0.8571428571428571,0,0.4285714285714285,0,0,0.25,0.25,0,0,0.2857142857142857,0.125,0.25,0,0.7142857142857143,0.25,1,0.125,0.2857142857142857,0
"7152",0,0.375,0.8571428571428571,0.33333333333333337,0.14285714285714285,0.25,0,0.375,0.5,0,0,0.2857142857142857,0.125,0.25,0,0.7142857142857143,0.25,0.75,0,0.2857142857142857,0
"7153",0,0.625,0.7142857142857143,0,0.14285714285714285,0.5,0,0.625,0.625,0,0,0.4285714285714285,0.25,0.5,0.125,0.7142857142857143,0.25,0.625,0,0.2857142857142857,0.14285714285714285
"7154",0,0.25,0.7142857142857143,0,0.2857142857142857,0.25,0.14285714285714285,0.5,0.5,0,0,0.2857142857142857,0.25,0.5,0,0.7142857142857143,0,0.75,0.25,0.4285714285714285,0.14285714285714285
"7549",0,0.75,0.8571428571428571,0.33333333333333337,0.14285714285714285,0.625,0.14285714285714285,0.75,0.75,0,0,0.2857142857142857,0.25,0.375,0,0.8571428571428571,0.75,0.625,0.125,0.2857142857142857,0.14285714285714285
"7550",0,1,0.5714285714285714,0,0.14285714285714285,0.875,0.4285714285714285,0.75,1,0,0,0.2857142857142857,0.25,0.5,0.875,0.5714285714285714,1,0.25,0.125,0,0.4285714285714285
"7551",0,0.625,0.2857142857142857,0.33333333333333337,0,0.5,0,0.5,0.75,0,0,0.14285714285714285,0,0.25,0.375,0.5714285714285714,0.75,0.25,0.125,0,0.14285714285714285
"7552",0,0.625,0.4285714285714285,0.33333333333333337,0,0.375,0.14285714285714285,0.5,0.75,0,0,0.14285714285714285,0.125,0.25,0.5,0.5714285714285714,0.75,0.25,0,0,0.14285714285714285
"3324",0,0.375,0.2857142857142857,0.33333333333333337,0,0.375,0.14285714285714285,0.5,0.75,0,0.125,0.14285714285714285,0.125,0.5,0.375,0.14285714285714285,0.75,0,0,0,0.14285714285714285
"3325",0,0.375,0.2857142857142857,0.33333333333333337,0,0.5,0.2857142857142857,0.5,0.75,0,0.125,0.14285714285714285,0.125,0.5,0.5,0.2857142857142857,0.75,0,0.125,0.14285714285714285,0.2857142857142857
"3326",0,0.625,0.4285714285714285,0.6666666666666666,0,0.75,0.14285714285714285,0.625,0.75,0,0.125,0.14285714285714285,0,0.5,0.75,0.2857142857142857,0.75,0,0.125,0,0.2857142857142857
"3327",0,0.375,0.14285714285714285,0,0,0.5,0.14285714285714285,0.5,0.75,0,0.125,0,0,0.375,0.375,0.14285714285714285,1,0,0,0,0.14285714285714285
"3705",0,0.25,0.14285714285714285,0.33333333333333337,0,0.125,0,0.25,0.5,0,0,0,0,0.25,0.25,0,0.75,0,0.125,0,0
"3706",0,0.75,0.4285714285714285,0.33333333333333337,0,0.625,0.14285714285714285,0.5,0.75,0,0.125,0,0.125,0.375,0.5,0.14285714285714285,1,0,0.125,0,0.14285714285714285
"3707",0,0.5,0.2857142857142857,0.33333333333333337,0,0,0,0.125,0.375,0,0.125,0,0,0.25,0.5,0.14285714285714285,0.75,0,0,0,0
"3708",0,0.375,0.14285714285714285,0.9999999999999999,0,0.375,0,0.25,0.5,0,0.125,0,0.125,0.25,0.375,0,0.75,0,0,0,0
"4089",0,0.5,0.2857142857142857,0.33333333333333337,0.4285714285714285,0.375,0,0.375,0.5,0,0,0.4285714285714285,0.25,0.625,0.25,0.2857142857142857,0.625,0,0.375,0,0
"4090",0,0.5,0.5714285714285714,0,0.2857142857142857,0.75,0.14285714285714285,0.5,0.875,0,0.125,0.2857142857142857,0.125,0.5,0.625,0.4285714285714285,0.875,0.125,0.125,0,0.14285714285714285
"4091",0,0.625,0.7142857142857143,0,0,0.75,0,0.625,1,0,0,0.2857142857142857,0.125,0.25,0.25,0.14285714285714285,1,0,0.125,0,0
"4092",0,0.625,0.5714285714285714,0.33333333333333337,0.14285714285714285,0.75,0.4285714285714285,0.625,0.75,0,0.25,0.4285714285714285,0.375,0.75,0.5,0.2857142857142857,0.5,0,0.375,0.14285714285714285,0.4285714285714285
"4470",0,0.875,0.5714285714285714,0,0,0.75,0.14285714285714285,0.625,1,0,0,0.14285714285714285,0.125,0.375,0.75,0.4285714285714285,1,0.25,0.125,0,0.14285714285714285
"4471",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.625,0.875,0,0,0.14285714285714285,0.125,0.25,0.75,0.4285714285714285,1,0,0.125,0,0.14285714285714285
"4472",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.5,1,0,0,0.14285714285714285,0.125,0.25,0.75,0.5714285714285714,1,0.125,0.125,0,0.14285714285714285
"4473",0,0.75,0.5714285714285714,0,0,0.75,0.14285714285714285,0.5,1,0,0,0.14285714285714285,0.25,0.25,0.75,0.2857142857142857,1,0,0.125,0,0.14285714285714285
"1689",0.20000000000000007,0.375,0.2857142857142857,0,0.5714285714285714,0.375,0.4285714285714285,0.625,0.25,0.25,0.125,0.4285714285714285,0.25,0.75,0,0.14285714285714285,0,0.25,0.375,0.4285714285714285,0.4285714285714285
"1690",0,0.875,0.5714285714285714,0.33333333333333337,0.2857142857142857,0.75,0.7142857142857143,0.75,0.875,0,0.25,0.5714285714285714,0.625,0.875,0.5,0.4285714285714285,0.25,0.25,0.375,0.2857142857142857,0.8571428571428571
"1691",0,0.375,0.4285714285714285,0,0,0.625,0.14285714285714285,0.625,0.75,0,0.125,0.14285714285714285,0.25,0.75,0.5,0.5714285714285714,0.75,0.125,0.125,0,0.14285714285714285
"1692",0,0.125,0.14285714285714285,0.6666666666666666,0,0.25,0,0.25,0.375,0,0,0,0.125,0.5,0.125,0.2857142857142857,0.5,0,0,0,0
"2088",0,0.75,0.4285714285714285,0,0,0.75,0.2857142857142857,0.5,0.875,0,0,0.14285714285714285,0.125,0.5,0.75,0.2857142857142857,1,0,0.125,0,0.2857142857142857
"2089",0,0.875,0.5714285714285714,0,0.4285714285714285,0.75,0.7142857142857143,0.75,0.75,0,0.125,0.2857142857142857,0.375,0.625,0.5,0.14285714285714285,0,0.25,0.375,0.4285714285714285,0.5714285714285714
"2090",0,0.875,0.5714285714285714,0.33333333333333337,0.5714285714285714,0.75,0.4285714285714285,0.75,0.625,0,0.125,0.7142857142857143,0.625,1,0.375,0.2857142857142857,0.25,0.25,0.5,0.2857142857142857,0.4285714285714285
"2091",0,0.75,0.2857142857142857,0,0,0.75,0.2857142857142857,0.75,0.875,0,0,0.14285714285714285,0.125,0.5,0.5,0.14285714285714285,0.75,0,0.125,0,0.2857142857142857
"2487",0,0.5,0.8571428571428571,0,0.4285714285714285,0.25,0.2857142857142857,0.5,0.75,0,0,0.2857142857142857,0.25,0.5,0,0.7142857142857143,0.125,0.75,0.125,0.5714285714285714,0.2857142857142857
"2488",0,0.375,0.5714285714285714,0.33333333333333337,0,0.75,0.14285714285714285,0.5,0.75,0,0.125,0.14285714285714285,0.125,0.5,0.5,0.5714285714285714,0.75,0.25,0.125,0,0.14285714285714285
"2489",0,0.75,0.8571428571428571,0,0.4285714285714285,0.625,0.2857142857142857,0.75,0.625,0,0,0.4285714285714285,0.25,0.5,0.125,0.7142857142857143,0.25,0.625,0.125,0.5714285714285714,0.2857142857142857
"2490",0,0.625,0.2857142857142857,0,0.14285714285714285,0.5,0,0.75,0.75,0,0,0.2857142857142857,0,0.625,0.125,0.14285714285714285,0.125,0.375,0,0.2857142857142857,0.14285714285714285
"2885",0,1,0.5714285714285714,0,0,0.875,0.2857142857142857,0.75,1,0,0.125,0.14285714285714285,0.125,0.5,0.75,0.4285714285714285,0.75,0,0.125,0,0.2857142857142857
"2886",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.75,0.875,0,0,0.2857142857142857,0.25,0.5,0.75,0.4285714285714285,1,0.125,0,0,0.2857142857142857
"2887",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.75,1,0,0.125,0.14285714285714285,0.125,0.5,0.75,0.5714285714285714,1,0.125,0.125,0,0.14285714285714285
"2888",0,0.875,0.4285714285714285,0,0,0.875,0.14285714285714285,0.75,1,0,0.125,0.14285714285714285,0,0.5,0.75,0.2857142857142857,1,0,0,0,0.2857142857142857
"4794",0,0.75,0.4285714285714285,0,0.2857142857142857,0.875,0.2857142857142857,1,1,0,0.25,0.5714285714285714,0.625,1,0.75,0.5714285714285714,0.5,0.125,0.375,0.14285714285714285,0.4285714285714285
"4795",0,0.75,0.5714285714285714,0.33333333333333337,0.5714285714285714,0.75,0.5714285714285714,0.875,0.75,0,0.375,0.5714285714285714,0.625,0.875,0.625,0.4285714285714285,0.25,0.25,0.5,0.2857142857142857,0.4285714285714285
"4796",0,0.875,0.5714285714285714,0,0.2857142857142857,0.875,0.5714285714285714,1,1,0,0.125,0.4285714285714285,0.375,0.875,0.75,0.4285714285714285,0.5,0.125,0.375,0,0.4285714285714285
"4797",0,1,0.8571428571428571,0.33333333333333337,0.4285714285714285,1,0.4285714285714285,1,0.875,0,0.125,0.5714285714285714,0.875,1,0.75,0.4285714285714285,0.5,0.25,0.375,0.14285714285714285,0.4285714285714285
"5182",0,1,0.7142857142857143,0,0.2857142857142857,1,0.4285714285714285,1,1,0,0.125,0.4285714285714285,0.625,0.875,0.75,0.4285714285714285,0.375,0.125,0.375,0,0.5714285714285714
"5183",0,1,0.8571428571428571,0.33333333333333337,0.2857142857142857,1,0.7142857142857143,1,1,0,0.375,0.7142857142857143,0.625,1,1,0.7142857142857143,0.5,0,0.5,0,0.7142857142857143
"5184",0,1,0.8571428571428571,0,0.4285714285714285,1,0.8571428571428571,0.875,1,0,0.125,0.7142857142857143,0.5,0.875,0.75,0.4285714285714285,0.75,0.125,0.5,0,0.7142857142857143
"5185",0,1,0.8571428571428571,0,0.4285714285714285,1,0.7142857142857143,0.875,0.875,0,0.125,0.9999999999999999,0.625,0.875,0.75,0.4285714285714285,0.75,0.25,0.5,0.14285714285714285,0.7142857142857143
"5569",0,0.375,0.8571428571428571,0,0.2857142857142857,0.25,0,0.5,0.375,0,0,0.14285714285714285,0.125,0.25,0,0.5714285714285714,0,0.625,0.125,0.4285714285714285,0
"5570",0,1,0.7142857142857143,0,0.2857142857142857,1,0.7142857142857143,1,1,0,0.375,0.7142857142857143,0.75,1,0.75,0.2857142857142857,0.5,0.125,0.5,0.14285714285714285,0.8571428571428571
"5571",0,0.875,0.8571428571428571,0,0.14285714285714285,1,0.5714285714285714,0.75,1,0,0.25,0.5714285714285714,0.375,0.625,0.75,0.8571428571428571,0.75,0.25,0.25,0,0.4285714285714285
"5572",0,0.75,0.8571428571428571,0.33333333333333337,0.2857142857142857,0.625,0,0.75,0.75,0,0,0.5714285714285714,0.5,0.625,0.25,0.7142857142857143,0.375,0.75,0.25,0.2857142857142857,0
"5956",0,0.75,0.5714285714285714,0,0.14285714285714285,0.75,0.14285714285714285,0.75,0.75,0,0.125,0.5714285714285714,0.5,0.75,0.75,0.5714285714285714,0.75,0.125,0.125,0,0.14285714285714285
"5957",0,1,0.7142857142857143,0,0.2857142857142857,1,0.4285714285714285,0.875,1,0,0.125,0.5714285714285714,0.375,0.75,0.75,0.5714285714285714,0.75,0,0.375,0,0.5714285714285714
"5958",0,1,0.5714285714285714,0,0,1,0.5714285714285714,0.75,1,0,0.125,0.4285714285714285,0.375,0.75,0.875,0.4285714285714285,0.625,0.125,0.25,0,0.5714285714285714
"5959",0,1,0.8571428571428571,0,0,0.875,0.5714285714285714,0.75,1,0,0.125,0.5714285714285714,0.375,0.75,0.875,0.8571428571428571,0.875,0.25,0.125,0,0.5714285714285714
"121",0,0.75,0.4285714285714285,0,0.8571428571428571,0.625,0.5714285714285714,0.75,0.5,0.25,0,0.5714285714285714,0.625,0.75,0.25,0.5714285714285714,0.125,0.25,0.625,0.7142857142857143,0.5714285714285714
"122",0,0.75,0.14285714285714285,0,0.7142857142857143,0.75,0.5714285714285714,0.875,0.75,0.125,0.25,0.4285714285714285,0.5,0.75,0.375,0.14285714285714285,0,0,0.5,0.4285714285714285,0.5714285714285714
"123",0,0.75,0.4285714285714285,0.33333333333333337,0.4285714285714285,0.625,0.5714285714285714,0.75,0.75,0,0.125,0.4285714285714285,0.5,0.75,0.375,0.2857142857142857,0,0,0.375,0.2857142857142857,0.5714285714285714
"124",0,0.75,0.4285714285714285,0.33333333333333337,0.4285714285714285,0.75,0.4285714285714285,0.75,0.75,0,0.125,0.4285714285714285,0.5,0.875,0.25,0.2857142857142857,0.5,0,0.5,0.2857142857142857,0.4285714285714285
"515",0,0.75,0.14285714285714285,0,0.14285714285714285,0.5,0.4285714285714285,0.75,0.5,0.125,0.125,0,0.375,0.75,0.375,0,0,0,0.125,0,0.4285714285714285
"516",0,1,0.2857142857142857,0,0.4285714285714285,1,0.7142857142857143,1,1,0,0.125,0.4285714285714285,0.375,1,0.75,0.2857142857142857,0.5,0.125,0.375,0.14285714285714285,0.7142857142857143
"517",0,0.75,0.14285714285714285,0.33333333333333337,0.2857142857142857,0.625,0.2857142857142857,0.875,0.75,0.125,0.125,0.4285714285714285,0.5,0.875,0.375,0,0,0,0.375,0,0.2857142857142857
"518",0,0.75,0.2857142857142857,0.33333333333333337,0.5714285714285714,0.625,0.14285714285714285,0.75,0.625,0.25,0.125,0.14285714285714285,0.25,0.75,0.25,0.14285714285714285,0,0,0.375,0.2857142857142857,0.2857142857142857
"915",0,0.75,0.4285714285714285,0,0.4285714285714285,0.625,0.7142857142857143,0.875,0.75,0.125,0.125,0.4285714285714285,0.5,1,0.375,0.2857142857142857,0.25,0.125,0.375,0.2857142857142857,0.7142857142857143
"916",0,0.75,0.2857142857142857,0,0.14285714285714285,0.625,0.4285714285714285,0.75,0.75,0,0.125,0.4285714285714285,0.375,0.625,0.375,0.4285714285714285,0,0.25,0.125,0.14285714285714285,0.4285714285714285
"917",0,0.625,0.2857142857142857,0,0.2857142857142857,0.75,0.4285714285714285,0.75,0.75,0,0.125,0.4285714285714285,0.375,0.75,0.375,0.14285714285714285,0,0.125,0.125,0.14285714285714285,0.4285714285714285
"918",0,0.75,0.2857142857142857,0,0.7142857142857143,0.625,0.7142857142857143,0.75,0.75,0,0,0.5714285714285714,0.5,0.75,0.25,0.2857142857142857,0,0,0.5,0.4285714285714285,0.7142857142857143
"1314",0,1,0.7142857142857143,0.6666666666666666,0.4285714285714285,0.875,0.8571428571428571,0.875,1,0,0,0.7142857142857143,0.5,1,0.75,0.5714285714285714,0.25,0.25,0.375,0.2857142857142857,0.7142857142857143
"1315",0,0.75,0.5714285714285714,0,0.2857142857142857,0.75,0.2857142857142857,0.75,0.75,0,0,0.4285714285714285,0.375,0.625,0.25,0.4285714285714285,0.5,0.375,0.125,0.14285714285714285,0.2857142857142857
"1316",0,0.75,0.5714285714285714,0,0.5714285714285714,0.75,0.2857142857142857,0.75,0.875,0,0,0.2857142857142857,0.125,0.75,0.5,0.2857142857142857,0.5,0.25,0.375,0.14285714285714285,0.2857142857142857
"1317",0,0.75,0.2857142857142857,0,0.14285714285714285,0.75,0,0.625,0.75,0,0,0.2857142857142857,0.25,0.5,0.5,0.2857142857142857,0.75,0.25,0.125,0.14285714285714285,0.14285714285714285
"1693",0,0.125,0.2857142857142857,0,0.4285714285714285,0.125,0.14285714285714285,0.5,0.25,0.25,0,0.4285714285714285,0.125,0.5,0,0.2857142857142857,0,0.5,0.25,0.4285714285714285,0
"1694",0,0.25,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.125,0,0.625,0.5,0.25,0,0.4285714285714285,0.25,0.75,0,0.7142857142857143,0.125,0.75,0.375,0.8571428571428571,0
"1695",0,0.625,0.2857142857142857,0.6666666666666666,0.7142857142857143,0.5,0.2857142857142857,0.625,0.375,0,0.125,0.4285714285714285,0.5,0.75,0.25,0.4285714285714285,0.375,0.5,0.5,0.5714285714285714,0.2857142857142857
"1696",0,0.25,0.2857142857142857,0.33333333333333337,0.5714285714285714,0.25,0,0.25,0.375,0.125,0,0.2857142857142857,0.25,0.5,0,0.4285714285714285,0.25,0.625,0.25,0.5714285714285714,0.14285714285714285
"2092",0,0.75,0.4285714285714285,0,0.5714285714285714,0.75,0.2857142857142857,0.625,0.625,0,0.125,0.4285714285714285,0.375,0.75,0.125,0.4285714285714285,0.5,0.375,0.5,0.2857142857142857,0.2857142857142857
"2093",0,0.75,0.4285714285714285,0.33333333333333337,0.2857142857142857,0.75,0.14285714285714285,0.75,0.75,0,0,0.4285714285714285,0.25,0.75,0.25,0.4285714285714285,0.75,0.375,0.125,0.14285714285714285,0.14285714285714285
"2094",0,0.75,0.5714285714285714,0.33333333333333337,0.5714285714285714,0.75,0.2857142857142857,0.75,0.75,0,0.125,0.4285714285714285,0.375,0.75,0.25,0.5714285714285714,0.5,0.375,0.375,0.2857142857142857,0.2857142857142857
